"RandBasisProj01","RandBasisProj02","RandBasisProj03","RandBasisProj04","RandBasisProj05","RandBasisProj06","RandBasisProj07","RandBasisProj08","RandBasisProj09","RandBasisProj10","RandBasisProjPos01","RandBasisProjPos02","RandBasisProjPos03","RandBasisProjPos04","RandBasisProjPos05","RandBasisProjPos06","RandBasisProjPos07","RandBasisProjPos08","RandBasisProjPos09","RandBasisProjPos10","loop_outlier_probability","mhdist","evratio","id"
3861.00590682907,3859.92023487126,3836.40010228677,3862.22530141307,3809.57993958424,3810.52329417554,3836.3379636918,3912.14113240225,3847.8814320689,3897.32018113872,3861.00590682907,3859.92023487126,3836.40010228677,3862.22530141307,3809.57993958424,3810.52329417554,3836.3379636918,3912.14113240225,3847.8814320689,3897.32018113872,0,2.27295299095771,0.74609375,"../T1wJoin/PPMI_RBP/zz0_0_sub-054_T1w_RBP_brain.csv"
3767.48532883421,3803.50539455485,3744.94458029799,3800.38907305997,3722.52388038888,3743.13694849102,3775.23455286846,3792.0651347003,3805.59951869122,3810.00114302875,3767.48532883421,3803.50539455485,3744.94458029799,3800.38907305997,3722.52388038888,3743.13694849102,3775.23455286846,3792.0651347003,3805.59951869122,3810.00114302875,0,2.91901823918765,0.7578125,"../T1wJoin/PPMI_RBP/zz0_1000_PPMI-3564-20120510-MRI_T1-I315632_RBP_brain.csv"
1246.26127323041,1299.02815844921,1216.49582841393,1317.48686269729,1313.23114197475,1292.23708235419,1274.53492930506,1308.54651303297,1279.24886179241,1291.88078143017,1246.26127323041,1299.02815844921,1216.49582841393,1317.48686269729,1313.23114197475,1292.23708235419,1274.53492930506,1308.54651303297,1279.24886179241,1291.88078143017,0,4.26975048439251,0.759765625,"../T1wJoin/PPMI_RBP/zz0_2000_PPMI-54156-20160817-MRI_T1-I781815_RBP_brain.csv"
3760.00344722378,3806.36569331698,3743.72575617546,3797.88085851162,3719.98187584549,3737.3170923181,3775.19011585271,3788.21264087897,3803.54097828013,3805.74305981869,3760.00344722378,3806.36569331698,3743.72575617546,3797.88085851162,3719.98187584549,3737.3170923181,3775.19011585271,3788.21264087897,3803.54097828013,3805.74305981869,0,3.23665496541587,0.75390625,"../T1wJoin/PPMI_RBP/zz1000_0_PPMI-3564-20120510-MRI_T1-I315632_RBP_brain.csv"
1245.82312102896,1297.29393943238,1215.23457606324,1316.90982193727,1312.02755647578,1290.48614567296,1274.48674848214,1307.20258762199,1276.94291228644,1291.26251945285,1245.82312102896,1297.29393943238,1215.23457606324,1316.90982193727,1312.02755647578,1290.48614567296,1274.48674848214,1307.20258762199,1276.94291228644,1291.26251945285,0,4.24026250946325,0.759765625,"../T1wJoin/PPMI_RBP/zz1000_1000_PPMI-54156-20160817-MRI_T1-I781815_RBP_brain.csv"
669.989498378418,718.539390055193,679.361593871997,693.873616085489,664.472926814867,674.848969301741,652.589277115623,718.334408717451,669.298908512279,709.857114583562,669.989498378418,718.539390055193,679.361593871997,693.873616085489,664.472926814867,674.848969301741,652.589277115623,718.334408717451,669.298908512279,709.857114583562,0,2.35827935122784,0.763671875,"../T1wJoin/PPMI_RBP/zz100_0_sub-071_T1w_RBP_brain.csv"
-246.310407477296,-227.564696991595,-274.244016103893,-254.954821191932,-278.045044508737,-213.685834906164,-210.951708329468,-206.651636338465,-193.487235778829,-188.263248085676,-246.310407477296,-227.564696991595,-274.244016103893,-254.954821191932,-278.045044508737,-213.685834906164,-210.951708329468,-206.651636338465,-193.487235778829,-188.263248085676,0,4.02152524894089,0.755859375,"../T1wJoin/PPMI_RBP/zz100_1000_PPMI-60075-20141111-MRI_T1-I467068_RBP_brain.csv"
6068.12663158158,6005.68694205454,6025.7029987307,6089.74926781342,6034.66691326513,6037.23596067149,6097.06506027495,6071.3327516149,6111.15147644604,6094.51526306698,6068.12663158158,6005.68694205454,6025.7029987307,6089.74926781342,6034.66691326513,6037.23596067149,6097.06506027495,6071.3327516149,6111.15147644604,6094.51526306698,0.252759599464825,3.84300423070664,0.7109375,"../T1wJoin/PPMI_RBP/zz100_2000_PPMI-3280-20120210-MRI_T1-I287576_RBP_brain.csv"
3393.27748588942,3378.68624103826,3350.90989471046,3412.66443938753,3359.83740844716,3370.50901402918,3411.55590049129,3418.10263201603,3391.05432347631,3398.80665653851,3393.27748588942,3378.68624103826,3350.90989471046,3412.66443938753,3359.83740844716,3370.50901402918,3411.55590049129,3418.10263201603,3391.05432347631,3398.80665653851,0,1.9326474728317,0.744140625,"../T1wJoin/PPMI_RBP/zz101_0_sub-035_T1w_RBP_brain.csv"
3891.36945194064,3925.75335235512,3829.48745604746,3923.27325817119,3871.71361643297,3873.33476705079,3871.78739429658,3896.28395364243,3857.64480329927,3871.12955606148,3891.36945194064,3925.75335235512,3829.48745604746,3923.27325817119,3871.71361643297,3873.33476705079,3871.78739429658,3896.28395364243,3857.64480329927,3871.12955606148,0,4.24673506346933,0.763671875,"../T1wJoin/PPMI_RBP/zz101_1000_PPMI-59398-20170517-MRI_T1-I893278_RBP_brain.csv"
-2266.30509610056,-2229.3092952053,-2228.52965923374,-2177.5757923967,-2256.98664111705,-2233.01412471065,-2199.61390552956,-2222.04859744356,-2189.97638360508,-2173.23115097281,-2266.30509610056,-2229.3092952053,-2228.52965923374,-2177.5757923967,-2256.98664111705,-2233.01412471065,-2199.61390552956,-2222.04859744356,-2189.97638360508,-2173.23115097281,0.0195463303485431,3.32072696135188,0.728515625,"../T1wJoin/PPMI_RBP/zz101_2000_PPMI-52006-20160203-MRI_T1-I643396_RBP_brain.csv"
1558.15668526547,1581.56792493495,1561.5986484441,1580.07571882831,1525.27304787056,1569.79059708954,1575.40414833955,1543.91014196347,1570.59904819375,1588.89629976238,1558.15668526547,1581.56792493495,1561.5986484441,1580.07571882831,1525.27304787056,1569.79059708954,1575.40414833955,1543.91014196347,1570.59904819375,1588.89629976238,0,2.51707983701078,0.748046875,"../T1wJoin/PPMI_RBP/zz102_0_sub-017_T1w_RBP_brain.csv"
3878.27765826175,3904.7217926167,3819.65839340318,3906.39058471577,3837.18838771706,3849.30262191668,3848.87744756774,3875.27833453889,3834.33085634081,3835.11876076736,3878.27765826175,3904.7217926167,3819.65839340318,3906.39058471577,3837.18838771706,3849.30262191668,3848.87744756774,3875.27833453889,3834.33085634081,3835.11876076736,0,4.69429527892949,0.7578125,"../T1wJoin/PPMI_RBP/zz102_1000_PPMI-59398-20170517-MRI_T1-I893280_RBP_brain.csv"
